DHPLB24,0.31,0.03,0
DHPLB26,0.37,0.04,0
DHPTN02,0.29,0.19,0
DHPTN09,0.32,0.4,0
DHPTN17,0.23,0.04,0
DHPTN19,0.36,0.18,0
DHPTN20,0.31,0.16,0
DHPTN35,0.21,0.08,0
DHRMN07,0.41,0.16,0
DHRMN08,0.43,0.18,0
DHRMN14,0.24,0.04,0
DHRMN17,0.28,0.19,0
DHRMN25,0.62,0.51,0
DHSBB01,0.54,0.11,0
DHSBB04,0.50,0.06,0
DHSBB05,0.51,0.09,0
DHSBB06,0.35,0.04,0
DHSBB07,0.37,0.13,0
DHSBB09,0.35,0.38,0
DHSBB10,0.36,0.1,0
DHSBB12,0.38,0.05,0
DHSBB14,0.57,0.23,0
DHSBB15,0.55,0.29,0
DHSBB16,0.36,0.18,0
DHSBG04,0.30,0.32,0
DHSBG05,0.25,0.08,0
DHSBG07,0.29,0.03,0
DHSBG08,0.25,0.19,0
DHSHA02,0.32,0.05,0
DHSHA04,0.48,0.12,0
DHSHA05,0.29,0.04,0
DHSHM01,0.33,0.12,0
DHSHM02,0.53,0.11,0
DHSHM07,0.51,0.23,0
DHSHM08,0.37,0.04,0
DHSHM09,0.40,0.11,0
DHSHM10,0.41,0.18,0
DHSHM11,0.45,0.1,0
DHSHM12,0.31,0.03,0
DHSHM13,0.57,0.35,0
DHSHM14,0.41,0.31,0
DHSHM15,0.50,0.11,0
DHSHM16,0.39,0.23,0
DHSHM17,0.44,0.14,0
DHSHM18,0.47,0.19,0
DHSHM19,0.36,0.04,0
DHSHM20,0.41,0.04,0
DHSHM21,0.37,0.05,0
DHSHM22,0.39,0.02,0
DHSHM23,0.37,0.04,0
DHSHM24,0.34,0.06,0
DHSTR01,0.30,0.07,0
DHSTR02,0.33,0.19,0
DHSTR03,0.28,0.13,0
DHSTR05,0.27,0.04,0
DHSTR07,0.32,0.02,0
DHSTR08,0.28,0.03,0
DHSTR10,0.34,0.11,0
DHSTR12,0.31,0.22,0
DHSTR13,0.26,0.04,0
DHSTR14,0.34,0.08,0
DHSTR16,0.30,0.04,0
DHSTR18,0.35,0.06,0
DHSTR20,0.32,0.13,0
DHSTR21,0.32,0.26,0
DHSTR22,0.31,0.04,0
DHSTR23,0.28,0.07,0
DHSTR24,0.35,0.18,0
DHSTR26,0.27,0.08,0
DHSTR28,0.30,0.06,0
DHSVR02,0.73,0.13,0
DHSVR05,0.96,0.11,0
DHSVR07,1.09,0.18,0
DHSVR13,0.64,0.04,0
DHSVR14,0.92,0.11,0
DHSVR15,0.64,0.09,0
DHSVR16,1.06,0.08,0
DHSVR20,0.80,0.26,0
DHSVR23,0.73,0.13,0
DHSVR27,0.67,0.05,0
DHSVR30,0.79,0.12,0
DHSVR34,0.72,0.02,0
DHSVR36,0.61,0.04,0
DHSVR37,0.73,0.05,0
DHSVR40,0.73,0.12,0
DHSVR42,0.93,0.12,0
DHSVR44,0.84,0.14,0
DHSVR58,0.67,0.11,0
DHSVR59,0.64,0.07,0
DHSVR72,0.91,0.04,0
DHTEJ16,0.30,0.03,0
DHTRG03,0.53,0.05,0
DHTRG04,0.50,0.11,0
DHTRG05,0.53,0.11,0
DHTRG08,0.77,0.24,0
DHTRG09,0.52,0.03,0
DHTRG10,0.59,0.15,0
DHUTK01,0.60,0.11,0
DHUTK02,0.56,0.08,0
DHUTK03,0.64,0.3,0
DHUTK04,0.62,0.07,0
DHUTT12,0.48,0.1,0
DHUTT24,0.45,0.12,0
DHUTT26,0.47,0.18,0
DHUTT37,0.48,0.14,0
DHUTT47,0.53,0.06,0
DPBRM01,5.19,0.77,0
DPFLB01,6.51,3.2,0
DPFLB02,7.43,4.65,0
DPHKM01,3.48,0.74,0
DPKHR02,4.79,1.08,0
DPPBT01,6.35,2.91,0
DPPBT02,7.76,5.82,0
DPPBT03,6.98,4.34,0
DPSDR01,4.63,1.08,0
DPSDR02,4.52,1.07,0
DPSDR03,4.46,0.78,0
DPSDR04,6.22,2.95,0
DPSDR05,6.43,3.65,0
DPSDR06,7.04,4.95,0
DPSDR08,6.61,4.33,0
DPSDR09,6.86,4.81,0
FNCGL04,0.46,0.1,0
FNDGN01,0.45,0.09,0
FNDGN02,0.38,0.22,0
FNSDR04,0.59,0.28,0
FNSDR16,0.15,0.03,0
FNSDR19,0.56,0.04,0
FNSDR26,0.30,0.04,0
FNSDR47,0.25,0.21,0
FNSDR55,0.58,0.1,0
FNSDR58,0.31,0.22,0
FNSDR62,0.32,0.29,0
FNSNG24,0.38,0.1,0
FPBHN01,5.42,0.14,0
FPBLM01,5.36,0.16,0
FPCBH01,5.25,0.22,0
FPMDH01,3.19,0.34,0
FPNGR01,5.14,0.14,0
FPSDR01,3.47,0.59,0
FPSDR04,5.11,0.13,0
FPSDR05,3.90,0.64,0
FPSDR06,4.94,0.14,0
FPSDR07,4.85,0.15,0
FPSDR09,4.79,0.17,0
FPSDR10,5.57,3.66,0
FPSDR12,4.75,0.14,0
FPSPR01,4.81,0.12,0
GBGBD01,2.26,1,0
GBGBD03,2.34,0.99,0
GBGBD08,2.38,1.08,0
GBPLS01,2.77,0.49,0
GBSDR01,3.18,0.63,0
GBSDR02,3.25,0.48,0
GBSDR03,3.10,0.59,0
GBSDR04,2.32,0.71,0
GBSDR11,3.12,0.42,0
GECPOP-,4166116.13,0.25,0
GGKOT01,1.45,0.05,0
GGSDR01,1.17,0.05,0
GGSDR02,1.17,0.12,0
GGSDR03,1.27,0.19,0
GPKLK04,0.61,0.29,0
GPKLK10,0.92,0.13,0
GPKLK11,0.67,0.2,0
GPKLK13,0.87,0.03,0
GPSDR02,0.23,0.11,0
GPSDR06,0.19,0.14,0
GPSDR09,1.09,0.06,0
GPSDR10,0.68,0.1,0
GPSDR13,0.56,0.06,0
GPSDR17,0.34,0.12,0
GPSDR20,0.19,0.07,0
GPSDR22,0.84,0.04,0
GPSDR25,0.26,0.03,0
GPSDR28,0.32,0.05,0
GPSDR30,0.52,0.34,0
GPSDR31,0.58,0.08,0
GPSDR34,0.11,0.05,0
GPSDR35,0.41,0.13,0
GPSDR37,0.70,0.03,0
GPSDR39,0.25,0.1,0
GPSDR40,0.68,0.03,0
GPSDR42,0.54,0.08,0
GPSDR43,0.52,0.04,0
GPSDR44,0.70,0.29,0
GPSDR48,0.33,0.06,0
GPSDR49,0.76,0.06,0
GPSDR57,0.23,0.06,0
HGBBL01,2.43,0.77,0
HGBBL02,2.65,1.95,0
HGNBG01,3.27,3.66,0
HGNBG02,2.75,2.25,0
HGNBG03,3.15,3.54,0
HGNBG04,3.18,3.03,0
HGNBG06,3.35,4.06,0
HGNBG07,2.85,3.23,0
HGSDR01,2.80,1.65,0
HGSDR02,3.14,4.08,0
HGSDR04,3.59,4.26,0
JHKLG01,15.14,17.65,0
JHKOT01,4.70,0.12,0
JHSDR01,4.62,0.12,0
JHSDR02,4.50,0.2,0
JHSDR06,4.58,2.63,0
JKRZP02,4.45,0.12,0
JKSDR01,2.54,0.1,0
JKSDR02,4.38,0.13,0
JPMDG02,4.47,0.6,0
JPSDR01,4.20,0.1,0
JPSDR02,4.18,0.4,0
JPSDR07,4.14,0.26,0
JSABH04,0.69,0.23,0
JSBGH02,2.87,0.13,0
JSJKR01,1.41,0.37,0
JSMNR01,2.86,0.34,0
JSSDR01,2.55,0.21,0
JSSDR05,2.59,0.18,0
JSSDR06,2.63,0.29,0
JSSDR07,1.27,0.31,0
JSSDR08,1.43,0.27,0
JSSDR11,2.60,0.13,0
JSSDR12,2.74,0.27,0
JSSDR13,1.28,0.19,0
JSSDR14,1.34,0.11,0
JSSDR15,2.74,0.3,0
JSSDR16,2.96,0.26,0
JSSDR17,1.25,0.32,0
JSSDR20,1.24,0.19,0
JSSRS01,3.37,0.13,0
JSSRS02,3.13,0.14,0
JSSRS03,1.85,0.3,0
JSSRS04,3.47,0.75,0
JYAKL03,1.57,0.27,0
JYPBB01,2.54,0.72,0
JYSDR01,2.36,0.9,0
KGSDR01,3.85,0.53,0
KGSDR02,3.66,0.78,0
KGSDR05,3.95,1.03,0
KHDLP01,0.61,0.06,0
KHKJA01,0.60,0.09,0
KHKLS01,0.54,0.09,0
KHKLS02,0.48,0.04,0
KHKLS03,0.43,0.09,0
KHKLS04,0.37,0.08,0
KHKLS05,0.40,0.14,0
KHKLS06,0.36,0.05,0
KHPHL01,0.83,0.1,0
KHPHL03,0.77,0.2,0
KHSDR03,0.64,0.26,0
KHSDR06,0.63,0.11,0
KHSDR08,0.57,0.2,0
KHSDR09,0.50,0.21,0
KHSND02,0.50,0.16,0
KUBRM01,3.24,1.2,0
KUDLP02,4.32,0.12,0
KUDLP04,4.27,0.12,0
KUKMK01,4.19,0.12,0
KUKMK05,4.08,0.34,0
KUMRP01,4.06,0.28,0
KUMRP02,3.98,0.24,0
KUMRP04,3.94,0.16,0
KUSDR01,3.83,0.2,0
KUSDR02,3.79,0.15,0
KUSDR03,3.70,0.13,0
KUSDR04,3.64,0.13,0
KUSDR05,3.58,0.14,0.84
KUSDR14,3.50,0.22,0.84
LMSDR01,3.23,0.49,0
LMSDR03,3.67,0.54,0
LMSDR05,3.57,0.69,0
MASDR01,3.44,0.25,0
MASDR02,3.41,0.44,0
MASDR03,3.30,0.36,0
MASDR06,3.25,0.22,0
MASLK02,8.20,7.86,0
MASRP03,5.56,4.22,0
MBBRL01,4.59,5.02,0
MBBRL02,1.35,1.76,0
MBBRL05,4.53,5.02,0
MBBRL08,4.07,4.77,0
MBBRL09,1.35,2.1,0
MBJRI01,3.11,4.07,0
MBJRI02,3.55,4.21,0
MBJRI03,4.26,5.14,0
MBKLR01,3.86,4.87,0
MBKLR02,4.29,5.8,0
MBKLR06,5.42,4.26,0
MBKML01,5.19,4.31,0
MBKML02,5.86,4.78,0
MBRZN01,0.61,0.56,0
MBRZN02,2.90,2.07,0
MBSDR01,3.47,5,0
MBSDR02,3.46,4.41,0
MBSDR04,1.17,2.1,0
MBSDR06,2.76,3.83,0
MBSDR09,4.36,5.9,0
MBSML01,3.79,5.38,0
MBSML02,3.08,4.49,0
MBSML06,4.16,5.93,0
MDRJR01,2.75,0.18,0
MDRJR02,2.77,0.16,0
MDSDR01,3.17,0.54,0
MDSDR04,3.06,0.31,0
MDSDR05,3.04,0.15,0
MDSHB01,2.99,0.19,0
MDSHB02,3.27,0.87,0
MGSBL02,1.41,0.1,0
MGSBL04,1.09,0.03,0
MGSDR01,1.14,0.24,0
MGSDR02,1.21,0.35,0
MGSDR15,1.11,0.19,0
MGSNG01,1.28,0.1,0
